Study_ID,Reference,Prey_Species,Study_site,Lat,Long,Predator_Species,Correlation,Site,Site_note,Time,Time_note,Predator,Prey,Predator_Units,Prey_Units,Data_source,Inclusion_problem,Comments
ES_11,"Körtner, G., Gresser, S. and Harden, B., 2003. Does fox baiting threaten the spotted-tailed quoll, Dasyurus maculatus?. Wildlife Research, 30(2), pp.111-118.",Dasyurus maculatus,Armidale,-31.12,152.1,Cat,Temporal,Werrikimbe,,6,2002 after,16,7,Tracking,Tracking,Table 2,,Data from Petroi site excluded due to sample size (N=2)
ES_12,"Letnic, Mike, and Freya Koch. Are dingoes a trophic regulator in arid Australia? A comparison of mammal communities on either side of the dingo fence. Austral Ecology 35.2 (2010): 167-175.",Notomys fuscus,"Strzelecki Desert, SA, NSW, QLD",-27.69,140.4098,Fox,Spatial,Site 1,North-inside,,,0.03,0,Spotlighting,Spotlighting,Table 3,,
ES_12,"Letnic, Mike, and Freya Koch. Are dingoes a trophic regulator in arid Australia? A comparison of mammal communities on either side of the dingo fence. Austral Ecology 35.2 (2010): 167-175.",Notomys fuscus,"Strzelecki Desert, SA, NSW, QLD",-27.69,140.4098,Fox,Spatial,Site 2,North-outside,,,0.02,0,Spotlighting,Spotlighting,Table 3,,
ES_12,"Letnic, Mike, and Freya Koch. Are dingoes a trophic regulator in arid Australia? A comparison of mammal communities on either side of the dingo fence. Austral Ecology 35.2 (2010): 167-175.",Notomys fuscus,"Strzelecki Desert, SA, NSW, QLD",-27.69,140.4098,Fox,Spatial,Site 3,Central-inside,,,0.04,0.03,Spotlighting,Spotlighting,Table 3,,
ES_12,"Letnic, Mike, and Freya Koch. Are dingoes a trophic regulator in arid Australia? A comparison of mammal communities on either side of the dingo fence. Austral Ecology 35.2 (2010): 167-175.",Notomys fuscus,"Strzelecki Desert, SA, NSW, QLD",-27.69,140.4098,Fox,Spatial,Site 4,Central-outside,,,0,0.14,Spotlighting,Spotlighting,Table 3,,
ES_12,"Letnic, Mike, and Freya Koch. Are dingoes a trophic regulator in arid Australia? A comparison of mammal communities on either side of the dingo fence. Austral Ecology 35.2 (2010): 167-175.",Notomys fuscus,"Strzelecki Desert, SA, NSW, QLD",-27.69,140.4098,Fox,Spatial,Site 5,South-inside,,,0.2,0,Spotlighting,Spotlighting,Table 3,,
ES_12,"Letnic, Mike, and Freya Koch. Are dingoes a trophic regulator in arid Australia? A comparison of mammal communities on either side of the dingo fence. Austral Ecology 35.2 (2010): 167-175.",Notomys fuscus,"Strzelecki Desert, SA, NSW, QLD",-27.69,140.4098,Fox,Spatial,Site 6,South-outside,,,0,0.1,Spotlighting,Spotlighting,Table 3,,
ES_13,"Letnic, Mike, and Freya Koch. Are dingoes a trophic regulator in arid Australia? A comparison of mammal communities on either side of the dingo fence. Austral Ecology 35.2 (2010): 167-175.",Notomys fuscus,"Strzelecki Desert, SA, NSW, QLD",-27.69,140.4098,Cat,Spatial,Site 1,North-inside,,,0,0,Spotlighting,Spotlighting,Table 3,,
ES_13,"Letnic, Mike, and Freya Koch. Are dingoes a trophic regulator in arid Australia? A comparison of mammal communities on either side of the dingo fence. Austral Ecology 35.2 (2010): 167-175.",Notomys fuscus,"Strzelecki Desert, SA, NSW, QLD",-27.69,140.4098,Cat,Spatial,Site 2,North-outside,,,0.18,0,Spotlighting,Spotlighting,Table 3,,
ES_13,"Letnic, Mike, and Freya Koch. Are dingoes a trophic regulator in arid Australia? A comparison of mammal communities on either side of the dingo fence. Austral Ecology 35.2 (2010): 167-175.",Notomys fuscus,"Strzelecki Desert, SA, NSW, QLD",-27.69,140.4098,Cat,Spatial,Site 3,Central-inside,,,0,0.03,Spotlighting,Spotlighting,Table 3,,
ES_13,"Letnic, Mike, and Freya Koch. Are dingoes a trophic regulator in arid Australia? A comparison of mammal communities on either side of the dingo fence. Austral Ecology 35.2 (2010): 167-175.",Notomys fuscus,"Strzelecki Desert, SA, NSW, QLD",-27.69,140.4098,Cat,Spatial,Site 4,Central-outside,,,0,0.14,Spotlighting,Spotlighting,Table 3,,
ES_13,"Letnic, Mike, and Freya Koch. Are dingoes a trophic regulator in arid Australia? A comparison of mammal communities on either side of the dingo fence. Austral Ecology 35.2 (2010): 167-175.",Notomys fuscus,"Strzelecki Desert, SA, NSW, QLD",-27.69,140.4098,Cat,Spatial,Site 5,South-inside,,,0,0,Spotlighting,Spotlighting,Table 3,,
ES_13,"Letnic, Mike, and Freya Koch. Are dingoes a trophic regulator in arid Australia? A comparison of mammal communities on either side of the dingo fence. Austral Ecology 35.2 (2010): 167-175.",Notomys fuscus,"Strzelecki Desert, SA, NSW, QLD",-27.69,140.4098,Cat,Spatial,Site 6,South-outside,,,0.27,0.1,Spotlighting,Spotlighting,Table 3,,
ES_14,"Moseby, K.E., Letnic, M., Blumstein, D.T. and West, R., 2019. Understanding predator densities for successful co‐existence of alien predators and threatened prey. Austral Ecology, 44(3), pp.409-419.",Bettongia lesueur,"Roxby Downs, South Australia",-30.29,136.53,Cat,Temporal,,,1,,0,21.277,Tracking,Tracking,Fig. 2,,
ES_14,"Moseby, K.E., Letnic, M., Blumstein, D.T. and West, R., 2019. Understanding predator densities for successful co‐existence of alien predators and threatened prey. Austral Ecology, 44(3), pp.409-419.",Bettongia lesueur,"Roxby Downs, South Australia",-30.29,136.53,Cat,Temporal,,,2,,0,18.389,Tracking,Tracking,Fig. 2,,
ES_14,"Moseby, K.E., Letnic, M., Blumstein, D.T. and West, R., 2019. Understanding predator densities for successful co‐existence of alien predators and threatened prey. Austral Ecology, 44(3), pp.409-419.",Bettongia lesueur,"Roxby Downs, South Australia",-30.29,136.53,Cat,Temporal,,,3,,0,11.702,Tracking,Tracking,Fig. 2,,
ES_14,"Moseby, K.E., Letnic, M., Blumstein, D.T. and West, R., 2019. Understanding predator densities for successful co‐existence of alien predators and threatened prey. Austral Ecology, 44(3), pp.409-419.",Bettongia lesueur,"Roxby Downs, South Australia",-30.29,136.53,Cat,Temporal,,,4,,0,14.742,Tracking,Tracking,Fig. 2,,
ES_14,"Moseby, K.E., Letnic, M., Blumstein, D.T. and West, R., 2019. Understanding predator densities for successful co‐existence of alien predators and threatened prey. Austral Ecology, 44(3), pp.409-419.",Bettongia lesueur,"Roxby Downs, South Australia",-30.29,136.53,Cat,Temporal,,,5,,0,22.036,Tracking,Tracking,Fig. 2,,
ES_14,"Moseby, K.E., Letnic, M., Blumstein, D.T. and West, R., 2019. Understanding predator densities for successful co‐existence of alien predators and threatened prey. Austral Ecology, 44(3), pp.409-419.",Bettongia lesueur,"Roxby Downs, South Australia",-30.29,136.53,Cat,Temporal,,,6,,0,14.134,Tracking,Tracking,Fig. 2,,
ES_14,"Moseby, K.E., Letnic, M., Blumstein, D.T. and West, R., 2019. Understanding predator densities for successful co‐existence of alien predators and threatened prey. Austral Ecology, 44(3), pp.409-419.",Bettongia lesueur,"Roxby Downs, South Australia",-30.29,136.53,Cat,Temporal,,,7,,0,15.957,Tracking,Tracking,Fig. 2,,
ES_14,"Moseby, K.E., Letnic, M., Blumstein, D.T. and West, R., 2019. Understanding predator densities for successful co‐existence of alien predators and threatened prey. Austral Ecology, 44(3), pp.409-419.",Bettongia lesueur,"Roxby Downs, South Australia",-30.29,136.53,Cat,Temporal,,,8,,2.508,31.763,Tracking,Tracking,Fig. 2,,
ES_14,"Moseby, K.E., Letnic, M., Blumstein, D.T. and West, R., 2019. Understanding predator densities for successful co‐existence of alien predators and threatened prey. Austral Ecology, 44(3), pp.409-419.",Bettongia lesueur,"Roxby Downs, South Australia",-30.29,136.53,Cat,Temporal,,,9,,0,40.881,Tracking,Tracking,Fig. 2,,
ES_14,"Moseby, K.E., Letnic, M., Blumstein, D.T. and West, R., 2019. Understanding predator densities for successful co‐existence of alien predators and threatened prey. Austral Ecology, 44(3), pp.409-419.",Bettongia lesueur,"Roxby Downs, South Australia",-30.29,136.53,Cat,Temporal,,,10,,0,29.331,Tracking,Tracking,Fig. 2,,
ES_14,"Moseby, K.E., Letnic, M., Blumstein, D.T. and West, R., 2019. Understanding predator densities for successful co‐existence of alien predators and threatened prey. Austral Ecology, 44(3), pp.409-419.",Bettongia lesueur,"Roxby Downs, South Australia",-30.29,136.53,Cat,Temporal,,,11,,0,14.134,Tracking,Tracking,Fig. 2,,
ES_14,"Moseby, K.E., Letnic, M., Blumstein, D.T. and West, R., 2019. Understanding predator densities for successful co‐existence of alien predators and threatened prey. Austral Ecology, 44(3), pp.409-419.",Bettongia lesueur,"Roxby Downs, South Australia",-30.29,136.53,Cat,Temporal,,,12,,0,11.094,Tracking,Tracking,Fig. 2,,
ES_14,"Moseby, K.E., Letnic, M., Blumstein, D.T. and West, R., 2019. Understanding predator densities for successful co‐existence of alien predators and threatened prey. Austral Ecology, 44(3), pp.409-419.",Bettongia lesueur,"Roxby Downs, South Australia",-30.29,136.53,Cat,Temporal,,,13,,0,28.723,Tracking,Tracking,Fig. 2,,
ES_14,"Moseby, K.E., Letnic, M., Blumstein, D.T. and West, R., 2019. Understanding predator densities for successful co‐existence of alien predators and threatened prey. Austral Ecology, 44(3), pp.409-419.",Bettongia lesueur,"Roxby Downs, South Australia",-30.29,136.53,Cat,Temporal,,,14,,0,6.839,Tracking,Tracking,Fig. 2,,
ES_14,"Moseby, K.E., Letnic, M., Blumstein, D.T. and West, R., 2019. Understanding predator densities for successful co‐existence of alien predators and threatened prey. Austral Ecology, 44(3), pp.409-419.",Bettongia lesueur,"Roxby Downs, South Australia",-30.29,136.53,Cat,Temporal,,,15,,0,4.407,Tracking,Tracking,Fig. 2,,
ES_14,"Moseby, K.E., Letnic, M., Blumstein, D.T. and West, R., 2019. Understanding predator densities for successful co‐existence of alien predators and threatened prey. Austral Ecology, 44(3), pp.409-419.",Bettongia lesueur,"Roxby Downs, South Australia",-30.29,136.53,Cat,Temporal,,,16,,4.635,1.368,Tracking,Tracking,Fig. 2,,
ES_14,"Moseby, K.E., Letnic, M., Blumstein, D.T. and West, R., 2019. Understanding predator densities for successful co‐existence of alien predators and threatened prey. Austral Ecology, 44(3), pp.409-419.",Bettongia lesueur,"Roxby Downs, South Australia",-30.29,136.53,Cat,Temporal,,,17,,2.812,1.368,Tracking,Tracking,Fig. 2,,
ES_14,"Moseby, K.E., Letnic, M., Blumstein, D.T. and West, R., 2019. Understanding predator densities for successful co‐existence of alien predators and threatened prey. Austral Ecology, 44(3), pp.409-419.",Bettongia lesueur,"Roxby Downs, South Australia",-30.29,136.53,Cat,Temporal,,,18,,2.508,0.152,Tracking,Tracking,Fig. 2,,
ES_14,"Moseby, K.E., Letnic, M., Blumstein, D.T. and West, R., 2019. Understanding predator densities for successful co‐existence of alien predators and threatened prey. Austral Ecology, 44(3), pp.409-419.",Bettongia lesueur,"Roxby Downs, South Australia",-30.29,136.53,Cat,Temporal,,,19,,2.508,0.76,Tracking,Tracking,Fig. 2,,
ES_14,"Moseby, K.E., Letnic, M., Blumstein, D.T. and West, R., 2019. Understanding predator densities for successful co‐existence of alien predators and threatened prey. Austral Ecology, 44(3), pp.409-419.",Bettongia lesueur,"Roxby Downs, South Australia",-30.29,136.53,Cat,Temporal,,,20,,1.9,0.152,Tracking,Tracking,Fig. 2,,
ES_14,"Moseby, K.E., Letnic, M., Blumstein, D.T. and West, R., 2019. Understanding predator densities for successful co‐existence of alien predators and threatened prey. Austral Ecology, 44(3), pp.409-419.",Bettongia lesueur,"Roxby Downs, South Australia",-30.29,136.53,Cat,Temporal,,,21,,0,14.742,Tracking,Tracking,Fig. 2,,
ES_14,"Moseby, K.E., Letnic, M., Blumstein, D.T. and West, R., 2019. Understanding predator densities for successful co‐existence of alien predators and threatened prey. Austral Ecology, 44(3), pp.409-419.",Bettongia lesueur,"Roxby Downs, South Australia",-30.29,136.53,Cat,Temporal,,,22,,0,28.116,Tracking,Tracking,Fig. 2,,
ES_14,"Moseby, K.E., Letnic, M., Blumstein, D.T. and West, R., 2019. Understanding predator densities for successful co‐existence of alien predators and threatened prey. Austral Ecology, 44(3), pp.409-419.",Bettongia lesueur,"Roxby Downs, South Australia",-30.29,136.53,Cat,Temporal,,,23,,0,25.076,Tracking,Tracking,Fig. 2,,
ES_14,"Moseby, K.E., Letnic, M., Blumstein, D.T. and West, R., 2019. Understanding predator densities for successful co‐existence of alien predators and threatened prey. Austral Ecology, 44(3), pp.409-419.",Bettongia lesueur,"Roxby Downs, South Australia",-30.29,136.53,Cat,Temporal,,,24,,0,24.468,Tracking,Tracking,Fig. 2,,
ES_14,"Moseby, K.E., Letnic, M., Blumstein, D.T. and West, R., 2019. Understanding predator densities for successful co‐existence of alien predators and threatened prey. Austral Ecology, 44(3), pp.409-419.",Bettongia lesueur,"Roxby Downs, South Australia",-30.29,136.53,Cat,Temporal,,,25,,0,36.626,Tracking,Tracking,Fig. 2,,
ES_14,"Moseby, K.E., Letnic, M., Blumstein, D.T. and West, R., 2019. Understanding predator densities for successful co‐existence of alien predators and threatened prey. Austral Ecology, 44(3), pp.409-419.",Bettongia lesueur,"Roxby Downs, South Australia",-30.29,136.53,Cat,Temporal,,,26,,0,25.684,Tracking,Tracking,Fig. 2,,
ES_14,"Moseby, K.E., Letnic, M., Blumstein, D.T. and West, R., 2019. Understanding predator densities for successful co‐existence of alien predators and threatened prey. Austral Ecology, 44(3), pp.409-419.",Bettongia lesueur,"Roxby Downs, South Australia",-30.29,136.53,Cat,Temporal,,,27,,0,26.9,Tracking,Tracking,Fig. 2,,
ES_14,"Moseby, K.E., Letnic, M., Blumstein, D.T. and West, R., 2019. Understanding predator densities for successful co‐existence of alien predators and threatened prey. Austral Ecology, 44(3), pp.409-419.",Bettongia lesueur,"Roxby Downs, South Australia",-30.29,136.53,Cat,Temporal,,,28,,0,19.605,Tracking,Tracking,Fig. 2,,
ES_14,"Moseby, K.E., Letnic, M., Blumstein, D.T. and West, R., 2019. Understanding predator densities for successful co‐existence of alien predators and threatened prey. Austral Ecology, 44(3), pp.409-419.",Bettongia lesueur,"Roxby Downs, South Australia",-30.29,136.53,Cat,Temporal,,,29,,0,23.86,Tracking,Tracking,Fig. 2,,
ES_14,"Moseby, K.E., Letnic, M., Blumstein, D.T. and West, R., 2019. Understanding predator densities for successful co‐existence of alien predators and threatened prey. Austral Ecology, 44(3), pp.409-419.",Bettongia lesueur,"Roxby Downs, South Australia",-30.29,136.53,Cat,Temporal,,,30,,0,18.389,Tracking,Tracking,Fig. 2,,
ES_14,"Moseby, K.E., Letnic, M., Blumstein, D.T. and West, R., 2019. Understanding predator densities for successful co‐existence of alien predators and threatened prey. Austral Ecology, 44(3), pp.409-419.",Bettongia lesueur,"Roxby Downs, South Australia",-30.29,136.53,Cat,Temporal,,,31,,0,20.213,Tracking,Tracking,Fig. 2,,
ES_14,"Moseby, K.E., Letnic, M., Blumstein, D.T. and West, R., 2019. Understanding predator densities for successful co‐existence of alien predators and threatened prey. Austral Ecology, 44(3), pp.409-419.",Bettongia lesueur,"Roxby Downs, South Australia",-30.29,136.53,Cat,Temporal,,,32,,0,26.9,Tracking,Tracking,Fig. 2,,
ES_14,"Moseby, K.E., Letnic, M., Blumstein, D.T. and West, R., 2019. Understanding predator densities for successful co‐existence of alien predators and threatened prey. Austral Ecology, 44(3), pp.409-419.",Bettongia lesueur,"Roxby Downs, South Australia",-30.29,136.53,Cat,Temporal,,,33,,0,20.213,Tracking,Tracking,Fig. 2,,
ES_14,"Moseby, K.E., Letnic, M., Blumstein, D.T. and West, R., 2019. Understanding predator densities for successful co‐existence of alien predators and threatened prey. Austral Ecology, 44(3), pp.409-419.",Bettongia lesueur,"Roxby Downs, South Australia",-30.29,136.53,Cat,Temporal,,,34,,0,19.605,Tracking,Tracking,Fig. 2,,
ES_14,"Moseby, K.E., Letnic, M., Blumstein, D.T. and West, R., 2019. Understanding predator densities for successful co‐existence of alien predators and threatened prey. Austral Ecology, 44(3), pp.409-419.",Bettongia lesueur,"Roxby Downs, South Australia",-30.29,136.53,Cat,Temporal,,,35,,1.292,22.644,Tracking,Tracking,Fig. 2,,
ES_14,"Moseby, K.E., Letnic, M., Blumstein, D.T. and West, R., 2019. Understanding predator densities for successful co‐existence of alien predators and threatened prey. Austral Ecology, 44(3), pp.409-419.",Bettongia lesueur,"Roxby Downs, South Australia",-30.29,136.53,Cat,Temporal,,,36,,1.292,19.605,Tracking,Tracking,Fig. 2,,
ES_14,"Moseby, K.E., Letnic, M., Blumstein, D.T. and West, R., 2019. Understanding predator densities for successful co‐existence of alien predators and threatened prey. Austral Ecology, 44(3), pp.409-419.",Bettongia lesueur,"Roxby Downs, South Australia",-30.29,136.53,Cat,Temporal,,,37,,0,29.331,Tracking,Tracking,Fig. 2,,
ES_14,"Moseby, K.E., Letnic, M., Blumstein, D.T. and West, R., 2019. Understanding predator densities for successful co‐existence of alien predators and threatened prey. Austral Ecology, 44(3), pp.409-419.",Bettongia lesueur,"Roxby Downs, South Australia",-30.29,136.53,Cat,Temporal,,,38,,0,35.41,Tracking,Tracking,Fig. 2,,
ES_14,"Moseby, K.E., Letnic, M., Blumstein, D.T. and West, R., 2019. Understanding predator densities for successful co‐existence of alien predators and threatened prey. Austral Ecology, 44(3), pp.409-419.",Bettongia lesueur,"Roxby Downs, South Australia",-30.29,136.53,Cat,Temporal,,,39,,1.292,20.213,Tracking,Tracking,Fig. 2,,
ES_14,"Moseby, K.E., Letnic, M., Blumstein, D.T. and West, R., 2019. Understanding predator densities for successful co‐existence of alien predators and threatened prey. Austral Ecology, 44(3), pp.409-419.",Bettongia lesueur,"Roxby Downs, South Australia",-30.29,136.53,Cat,Temporal,,,40,,1.292,32.979,Tracking,Tracking,Fig. 2,,
ES_14,"Moseby, K.E., Letnic, M., Blumstein, D.T. and West, R., 2019. Understanding predator densities for successful co‐existence of alien predators and threatened prey. Austral Ecology, 44(3), pp.409-419.",Bettongia lesueur,"Roxby Downs, South Australia",-30.29,136.53,Cat,Temporal,,,41,,0,28.116,Tracking,Tracking,Fig. 2,,
ES_14,"Moseby, K.E., Letnic, M., Blumstein, D.T. and West, R., 2019. Understanding predator densities for successful co‐existence of alien predators and threatened prey. Austral Ecology, 44(3), pp.409-419.",Bettongia lesueur,"Roxby Downs, South Australia",-30.29,136.53,Cat,Temporal,,,42,,1.292,23.86,Tracking,Tracking,Fig. 2,,
ES_14,"Moseby, K.E., Letnic, M., Blumstein, D.T. and West, R., 2019. Understanding predator densities for successful co‐existence of alien predators and threatened prey. Austral Ecology, 44(3), pp.409-419.",Bettongia lesueur,"Roxby Downs, South Australia",-30.29,136.53,Cat,Temporal,,,43,,15.578,170.973,Tracking,Tracking,Fig. 2,,
ES_14,"Moseby, K.E., Letnic, M., Blumstein, D.T. and West, R., 2019. Understanding predator densities for successful co‐existence of alien predators and threatened prey. Austral Ecology, 44(3), pp.409-419.",Bettongia lesueur,"Roxby Downs, South Australia",-30.29,136.53,Cat,Temporal,,,44,,7.675,111.398,Tracking,Tracking,Fig. 2,,
ES_14,"Moseby, K.E., Letnic, M., Blumstein, D.T. and West, R., 2019. Understanding predator densities for successful co‐existence of alien predators and threatened prey. Austral Ecology, 44(3), pp.409-419.",Bettongia lesueur,"Roxby Downs, South Australia",-30.29,136.53,Cat,Temporal,,,45,,15.578,150.912,Tracking,Tracking,Fig. 2,,
ES_15,"Moseby, K.E., Letnic, M., Blumstein, D.T. and West, R., 2019. Understanding predator densities for successful co‐existence of alien predators and threatened prey. Austral Ecology, 44(3), pp.409-419.",Macrotis lagotis ,"Roxby Downs, South Australia",-30.29,136.53,Cat,Temporal,,,1,,1.9,1.051,Tracking,Tracking,Fig. 2,,
ES_15,"Moseby, K.E., Letnic, M., Blumstein, D.T. and West, R., 2019. Understanding predator densities for successful co‐existence of alien predators and threatened prey. Austral Ecology, 44(3), pp.409-419.",Macrotis lagotis ,"Roxby Downs, South Australia",-30.29,136.53,Cat,Temporal,,,2,,0,3.629,Tracking,Tracking,Fig. 2,,
ES_15,"Moseby, K.E., Letnic, M., Blumstein, D.T. and West, R., 2019. Understanding predator densities for successful co‐existence of alien predators and threatened prey. Austral Ecology, 44(3), pp.409-419.",Macrotis lagotis ,"Roxby Downs, South Australia",-30.29,136.53,Cat,Temporal,,,3,,0,2.427,Tracking,Tracking,Fig. 2,,
ES_15,"Moseby, K.E., Letnic, M., Blumstein, D.T. and West, R., 2019. Understanding predator densities for successful co‐existence of alien predators and threatened prey. Austral Ecology, 44(3), pp.409-419.",Macrotis lagotis ,"Roxby Downs, South Australia",-30.29,136.53,Cat,Temporal,,,4,,0,3.028,Tracking,Tracking,Fig. 2,,
ES_15,"Moseby, K.E., Letnic, M., Blumstein, D.T. and West, R., 2019. Understanding predator densities for successful co‐existence of alien predators and threatened prey. Austral Ecology, 44(3), pp.409-419.",Macrotis lagotis ,"Roxby Downs, South Australia",-30.29,136.53,Cat,Temporal,,,5,,0,5.03,Tracking,Tracking,Fig. 2,,
ES_15,"Moseby, K.E., Letnic, M., Blumstein, D.T. and West, R., 2019. Understanding predator densities for successful co‐existence of alien predators and threatened prey. Austral Ecology, 44(3), pp.409-419.",Macrotis lagotis ,"Roxby Downs, South Australia",-30.29,136.53,Cat,Temporal,,,6,,0,3.829,Tracking,Tracking,Fig. 2,,
ES_15,"Moseby, K.E., Letnic, M., Blumstein, D.T. and West, R., 2019. Understanding predator densities for successful co‐existence of alien predators and threatened prey. Austral Ecology, 44(3), pp.409-419.",Macrotis lagotis ,"Roxby Downs, South Australia",-30.29,136.53,Cat,Temporal,,,7,,0,4.229,Tracking,Tracking,Fig. 2,,
ES_15,"Moseby, K.E., Letnic, M., Blumstein, D.T. and West, R., 2019. Understanding predator densities for successful co‐existence of alien predators and threatened prey. Austral Ecology, 44(3), pp.409-419.",Macrotis lagotis ,"Roxby Downs, South Australia",-30.29,136.53,Cat,Temporal,,,8,,0,4.029,Tracking,Tracking,Fig. 2,,
ES_15,"Moseby, K.E., Letnic, M., Blumstein, D.T. and West, R., 2019. Understanding predator densities for successful co‐existence of alien predators and threatened prey. Austral Ecology, 44(3), pp.409-419.",Macrotis lagotis ,"Roxby Downs, South Australia",-30.29,136.53,Cat,Temporal,,,9,,0,4.63,Tracking,Tracking,Fig. 2,,
ES_15,"Moseby, K.E., Letnic, M., Blumstein, D.T. and West, R., 2019. Understanding predator densities for successful co‐existence of alien predators and threatened prey. Austral Ecology, 44(3), pp.409-419.",Macrotis lagotis ,"Roxby Downs, South Australia",-30.29,136.53,Cat,Temporal,,,10,,0,3.028,Tracking,Tracking,Fig. 2,,
ES_15,"Moseby, K.E., Letnic, M., Blumstein, D.T. and West, R., 2019. Understanding predator densities for successful co‐existence of alien predators and threatened prey. Austral Ecology, 44(3), pp.409-419.",Macrotis lagotis ,"Roxby Downs, South Australia",-30.29,136.53,Cat,Temporal,,,11,,0,4.229,Tracking,Tracking,Fig. 2,,
ES_15,"Moseby, K.E., Letnic, M., Blumstein, D.T. and West, R., 2019. Understanding predator densities for successful co‐existence of alien predators and threatened prey. Austral Ecology, 44(3), pp.409-419.",Macrotis lagotis ,"Roxby Downs, South Australia",-30.29,136.53,Cat,Temporal,,,12,,0,4.029,Tracking,Tracking,Fig. 2,,
ES_15,"Moseby, K.E., Letnic, M., Blumstein, D.T. and West, R., 2019. Understanding predator densities for successful co‐existence of alien predators and threatened prey. Austral Ecology, 44(3), pp.409-419.",Macrotis lagotis ,"Roxby Downs, South Australia",-30.29,136.53,Cat,Temporal,,,13,,0,2.628,Tracking,Tracking,Fig. 2,,
ES_15,"Moseby, K.E., Letnic, M., Blumstein, D.T. and West, R., 2019. Understanding predator densities for successful co‐existence of alien predators and threatened prey. Austral Ecology, 44(3), pp.409-419.",Macrotis lagotis ,"Roxby Downs, South Australia",-30.29,136.53,Cat,Temporal,,,14,,0,3.829,Tracking,Tracking,Fig. 2,,
ES_15,"Moseby, K.E., Letnic, M., Blumstein, D.T. and West, R., 2019. Understanding predator densities for successful co‐existence of alien predators and threatened prey. Austral Ecology, 44(3), pp.409-419.",Macrotis lagotis ,"Roxby Downs, South Australia",-30.29,136.53,Cat,Temporal,,,15,,1.292,4.229,Tracking,Tracking,Fig. 2,,
ES_15,"Moseby, K.E., Letnic, M., Blumstein, D.T. and West, R., 2019. Understanding predator densities for successful co‐existence of alien predators and threatened prey. Austral Ecology, 44(3), pp.409-419.",Macrotis lagotis ,"Roxby Downs, South Australia",-30.29,136.53,Cat,Temporal,,,16,,1.292,7.833,Tracking,Tracking,Fig. 2,,
ES_15,"Moseby, K.E., Letnic, M., Blumstein, D.T. and West, R., 2019. Understanding predator densities for successful co‐existence of alien predators and threatened prey. Austral Ecology, 44(3), pp.409-419.",Macrotis lagotis ,"Roxby Downs, South Australia",-30.29,136.53,Cat,Temporal,,,17,,0,7.032,Tracking,Tracking,Fig. 2,,
ES_15,"Moseby, K.E., Letnic, M., Blumstein, D.T. and West, R., 2019. Understanding predator densities for successful co‐existence of alien predators and threatened prey. Austral Ecology, 44(3), pp.409-419.",Macrotis lagotis ,"Roxby Downs, South Australia",-30.29,136.53,Cat,Temporal,,,18,,0,9.835,Tracking,Tracking,Fig. 2,,
ES_15,"Moseby, K.E., Letnic, M., Blumstein, D.T. and West, R., 2019. Understanding predator densities for successful co‐existence of alien predators and threatened prey. Austral Ecology, 44(3), pp.409-419.",Macrotis lagotis ,"Roxby Downs, South Australia",-30.29,136.53,Cat,Temporal,,,19,,1.292,6.431,Tracking,Tracking,Fig. 2,,
ES_15,"Moseby, K.E., Letnic, M., Blumstein, D.T. and West, R., 2019. Understanding predator densities for successful co‐existence of alien predators and threatened prey. Austral Ecology, 44(3), pp.409-419.",Macrotis lagotis ,"Roxby Downs, South Australia",-30.29,136.53,Cat,Temporal,,,20,,1.292,8.033,Tracking,Tracking,Fig. 2,,
ES_15,"Moseby, K.E., Letnic, M., Blumstein, D.T. and West, R., 2019. Understanding predator densities for successful co‐existence of alien predators and threatened prey. Austral Ecology, 44(3), pp.409-419.",Macrotis lagotis ,"Roxby Downs, South Australia",-30.29,136.53,Cat,Temporal,,,21,,0,7.232,Tracking,Tracking,Fig. 2,,
ES_15,"Moseby, K.E., Letnic, M., Blumstein, D.T. and West, R., 2019. Understanding predator densities for successful co‐existence of alien predators and threatened prey. Austral Ecology, 44(3), pp.409-419.",Macrotis lagotis ,"Roxby Downs, South Australia",-30.29,136.53,Cat,Temporal,,,22,,1.292,6.231,Tracking,Tracking,Fig. 2,,
ES_15,"Moseby, K.E., Letnic, M., Blumstein, D.T. and West, R., 2019. Understanding predator densities for successful co‐existence of alien predators and threatened prey. Austral Ecology, 44(3), pp.409-419.",Macrotis lagotis ,"Roxby Downs, South Australia",-30.29,136.53,Cat,Temporal,,,23,,15.578,12.037,Tracking,Tracking,Fig. 2,,
ES_15,"Moseby, K.E., Letnic, M., Blumstein, D.T. and West, R., 2019. Understanding predator densities for successful co‐existence of alien predators and threatened prey. Austral Ecology, 44(3), pp.409-419.",Macrotis lagotis ,"Roxby Downs, South Australia",-30.29,136.53,Cat,Temporal,,,24,,7.675,8.033,Tracking,Tracking,Fig. 2,,
ES_15,"Moseby, K.E., Letnic, M., Blumstein, D.T. and West, R., 2019. Understanding predator densities for successful co‐existence of alien predators and threatened prey. Austral Ecology, 44(3), pp.409-419.",Macrotis lagotis ,"Roxby Downs, South Australia",-30.29,136.53,Cat,Temporal,,,25,,15.578,9.635,Tracking,Tracking,Fig. 2,,
ES_16,"Moseby, K.E., Letnic, M., Blumstein, D.T. and West, R., 2019. Understanding predator densities for successful co‐existence of alien predators and threatened prey. Austral Ecology, 44(3), pp.409-419.",Macrotis lagotis ,"Roxby Downs, South Australia",-30.29,136.53,Cat,Temporal,,,1,,1.993,2.571,Camera trapping,Camera trapping,Fig. 3,,
