record_id,scientificName,Species_Status,Extinction.extirpation,Record_certainty,Reference,Quote,Year_last_record_min,Year_last_record_max,Place_last_record,Coordinates_used_for_centre_point,Coordinates_accuracy,Abbot_fox,buffer_distance,centroid_Longitude,centroid_Latitude,predator,max_arrival,min_arrival,attributed_to,min_years_since,max_years_since
pop_100,Macrotis lagotis,Extant,Region,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",Figure 4,1928,1928,Western Australia,"Fox-NA, Cat-State","Fox-NA, Cat-State",1915,Regional polygon,122.2867347,-25.33596911,Foxes,1915,1915,Foxes,13,13
pop_101,Macrotis lagotis,Extant,Region,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",Figure 4,1925,1925,Western Australia,"Fox-NA, Cat-State","Fox-NA, Cat-State",1920,Regional polygon,122.2867347,-25.33596911,Foxes,1920,1920,Foxes,5,5
pop_102,Macrotis lagotis,Extant,Region,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",Figure 4,1932,1932,Western Australia,"Fox-NA, Cat-State","Fox-NA, Cat-State",1920,Regional polygon,122.2867347,-25.33596911,Foxes,1920,1920,Foxes,12,12
pop_103,Macrotis lagotis,Extant,Region,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",Figure 4,1934,1934,Western Australia,"Fox-NA, Cat-State","Fox-NA, Cat-State",1920,Regional polygon,122.2867347,-25.33596911,Foxes,1920,1920,Foxes,14,14
pop_104,Macrotis lagotis,Extant,Region,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",Figure 4,1941,1941,Western Australia,"Fox-NA, Cat-State","Fox-NA, Cat-State",1930,Regional polygon,122.2867347,-25.33596911,Foxes,1930,1930,Foxes,11,11
pop_105,Macrotis lagotis,Extant,Region,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",Figure 4,1944,1944,Western Australia,"Fox-NA, Cat-State","Fox-NA, Cat-State",1930,Regional polygon,122.2867347,-25.33596911,Foxes,1930,1930,Foxes,14,14
pop_106,Macrotis lagotis,Extant,Region,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",Figure 4,1946,1946,Western Australia,"Fox-NA, Cat-State","Fox-NA, Cat-State",1929,Regional polygon,122.2867347,-25.33596911,Foxes,1929,1929,Foxes,17,17
pop_107,Macrotis lagotis,Extant,Region,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",Figure 4,1954,1954,Western Australia,"Fox-NA, Cat-State","Fox-NA, Cat-State",1928,Regional polygon,122.2867347,-25.33596911,Foxes,1928,1928,Foxes,26,26
pop_108,Macrotis lagotis,Extant,Region,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",Figure 4,1958,1958,Western Australia,"Fox-NA, Cat-State","Fox-NA, Cat-State",1920,Regional polygon,122.2867347,-25.33596911,Foxes,1920,1920,Foxes,38,38
pop_109,Macrotis lagotis,Extant,Region,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",Figure 4,1946,1946,Western Australia,"Fox-NA, Cat-State","Fox-NA, Cat-State",1935,Regional polygon,122.2867347,-25.33596911,Foxes,1935,1935,Foxes,11,11
pop_110,Macrotis lagotis,Extant,Region,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",Figure 4,1955,1955,Western Australia,"Fox-NA, Cat-State","Fox-NA, Cat-State",1930,Regional polygon,122.2867347,-25.33596911,Foxes,1930,1930,Foxes,25,25
pop_111,Macrotis lagotis,Extant,Region,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",Figure 4,1958,1958,Western Australia,"Fox-NA, Cat-State","Fox-NA, Cat-State",1930,Regional polygon,122.2867347,-25.33596911,Foxes,1930,1930,Foxes,28,28
pop_112,Macrotis lagotis,Extant,Region,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",Figure 4,1966,1966,Western Australia,"Fox-NA, Cat-State","Fox-NA, Cat-State",1930,Regional polygon,122.2867347,-25.33596911,Foxes,1930,1930,Foxes,36,36
pop_113,Macrotis lagotis,Extant,Region,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",Figure 4,1934,1934,Western Australia,"Fox-NA, Cat-State","Fox-NA, Cat-State",1925,Regional polygon,122.2867347,-25.33596911,Foxes,1925,1925,Foxes,9,9
pop_114,Macrotis lagotis,Extant,Region,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",Figure 4,1935,1935,Western Australia,"Fox-NA, Cat-State","Fox-NA, Cat-State",1927,Regional polygon,122.2867347,-25.33596911,Foxes,1927,1927,Foxes,8,8
pop_115,Macrotis lagotis,Extant,Region,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",Figure 4,1917,1917,Western Australia,"Fox-NA, Cat-State","Fox-NA, Cat-State",1925,Regional polygon,122.2867347,-25.33596911,Foxes,1925,1925,Foxes,-8,-8
pop_116,Macrotis lagotis,Extant,Region,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",Figure 4,1920,1920,Western Australia,"Fox-NA, Cat-State","Fox-NA, Cat-State",1926,Regional polygon,122.2867347,-25.33596911,Foxes,1926,1926,Foxes,-6,-6
pop_117,Macrotis lagotis,Extant,Region,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",Figure 4,1922,1922,Western Australia,"Fox-NA, Cat-State","Fox-NA, Cat-State",1925,Regional polygon,122.2867347,-25.33596911,Foxes,1925,1925,Foxes,-3,-3
pop_118,Macrotis lagotis,Extant,Region,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",Figure 4,1923,1923,Western Australia,"Fox-NA, Cat-State","Fox-NA, Cat-State",1926,Regional polygon,122.2867347,-25.33596911,Foxes,1926,1926,Foxes,-3,-3
pop_119,Macrotis lagotis,Extant,Region,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",Figure 4,1925,1925,Western Australia,"Fox-NA, Cat-State","Fox-NA, Cat-State",1925,Regional polygon,122.2867347,-25.33596911,Foxes,1925,1925,Foxes,0,0
pop_120,Macrotis lagotis,Extant,Region,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",Figure 4,1928,1928,Western Australia,"Fox-NA, Cat-State","Fox-NA, Cat-State",1926,Regional polygon,122.2867347,-25.33596911,Foxes,1926,1926,Foxes,2,2
pop_121,Macrotis lagotis,Extant,Region,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",Figure 4,1928,1928,Western Australia,"Fox-NA, Cat-State","Fox-NA, Cat-State",1924,Regional polygon,122.2867347,-25.33596911,Foxes,1924,1924,Foxes,4,4
pop_122,Macrotis lagotis,Extant,Region,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",Figure 4,1930,1930,Western Australia,"Fox-NA, Cat-State","Fox-NA, Cat-State",1925,Regional polygon,122.2867347,-25.33596911,Foxes,1925,1925,Foxes,5,5
pop_123,Macrotis lagotis,Extant,Region,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",Figure 4,1935,1935,Western Australia,"Fox-NA, Cat-State","Fox-NA, Cat-State",1925,Regional polygon,122.2867347,-25.33596911,Foxes,1925,1925,Foxes,10,10
pop_124,Macrotis lagotis,Extant,Region,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",Figure 4,1922,1922,Western Australia,"Fox-NA, Cat-State","Fox-NA, Cat-State",1935,Regional polygon,122.2867347,-25.33596911,Foxes,1935,1935,Foxes,-13,-13
pop_125,Macrotis lagotis,Extant,Region,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",Figure 4,1932,1932,Western Australia,"Fox-NA, Cat-State","Fox-NA, Cat-State",1936,Regional polygon,122.2867347,-25.33596911,Foxes,1936,1936,Foxes,-4,-4
pop_126,Macrotis lagotis,Extant,Region,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",Figure 4,1930,1930,Western Australia,"Fox-NA, Cat-State","Fox-NA, Cat-State",1934,Regional polygon,122.2867347,-25.33596911,Foxes,1934,1934,Foxes,-4,-4
pop_74,Macrotis lagotis,Extant,Region,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",Figure 4,1926,1926,Western Australia,"Fox-NA, Cat-State","Fox-NA, Cat-State",1932,Regional polygon,122.2867347,-25.33596911,Foxes,1932,1932,Foxes,-6,-6
pop_75,Macrotis lagotis,Extant,Region,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",Figure 4,1926,1926,Western Australia,"Fox-NA, Cat-State","Fox-NA, Cat-State",1930,Regional polygon,122.2867347,-25.33596911,Foxes,1930,1930,Foxes,-4,-4
pop_76,Macrotis lagotis,Extant,Region,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",Figure 4,1928,1928,Western Australia,"Fox-NA, Cat-State","Fox-NA, Cat-State",1928,Regional polygon,122.2867347,-25.33596911,Foxes,1928,1928,Foxes,0,0
pop_77,Macrotis lagotis,Extant,Region,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",Figure 4,1931,1931,Western Australia,"Fox-NA, Cat-State","Fox-NA, Cat-State",1928,Regional polygon,122.2867347,-25.33596911,Foxes,1928,1928,Foxes,3,3
pop_78,Macrotis lagotis,Extant,Region,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",Figure 4,1934,1934,Western Australia,"Fox-NA, Cat-State","Fox-NA, Cat-State",1928,Regional polygon,122.2867347,-25.33596911,Foxes,1928,1928,Foxes,6,6
pop_79,Macrotis lagotis,Extant,Region,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",Figure 4,1933,1933,Western Australia,"Fox-NA, Cat-State","Fox-NA, Cat-State",1930,Regional polygon,122.2867347,-25.33596911,Foxes,1930,1930,Foxes,3,3
pop_80,Macrotis lagotis,Extant,Region,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",Figure 4,1936,1936,Western Australia,"Fox-NA, Cat-State","Fox-NA, Cat-State",1932,Regional polygon,122.2867347,-25.33596911,Foxes,1932,1932,Foxes,4,4
pop_81,Macrotis lagotis,Extant,Region,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",Figure 4,1931,1931,Western Australia,"Fox-NA, Cat-State","Fox-NA, Cat-State",1932,Regional polygon,122.2867347,-25.33596911,Foxes,1932,1932,Foxes,-1,-1
pop_82,Macrotis lagotis,Extant,Region,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",Figure 4,1934,1934,Western Australia,"Fox-NA, Cat-State","Fox-NA, Cat-State",1930,Regional polygon,122.2867347,-25.33596911,Foxes,1930,1930,Foxes,4,4
pop_83,Macrotis lagotis,Extant,Region,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",Figure 4,1930,1930,Western Australia,"Fox-NA, Cat-State","Fox-NA, Cat-State",1931,Regional polygon,122.2867347,-25.33596911,Foxes,1931,1931,Foxes,-1,-1
pop_84,Macrotis lagotis,Extant,Region,Confirmed,"Copley, P., 1999. Natural histories of Australia’s stick-nest rats, genus Leporillus (Rodentia: Muridae). Wildlife Research, 26(4), pp.513-539.","""""Murray-Darling region: At the time of the Blandowski expedition to north-western Victoria and south-western New South Wales in 1856-57, Krefft (1866) noted that four mammal species were already rare or extinct on the southern side of the Murray River, while still present in some numbers on the northern side where European settlement was slower. These four species were Bettongia lesueur, Chaeropus ecaudata, Macrotis lagotis and Leporillus conditor (see also Allen 1983). In particular, Krefft (1864) observed that L. conditor had  already long retreated before the herds of sheep and cattle across the Murray. He also noted that on the northern side of the river this species was  only found where it was not disturbed by sheep and cattle (Krefft 1864).""""",1856,1857,Murray-Darling region,Murray River Council,Region,,Regional polygon,141.9953419,-34.55961616,Foxes,1905,1880,Foxes,-49,-23
pop_85,Macrotis lagotis,Extant,Region,Confirmed,"Lunney, D., 2001. Causes of the extinction of native mammals of the Western Division of New South Wales: an ecological interpretation of the nineteenth century historical record. The Rangeland Journal, 23(1), pp.44-70.",Table 1,1898,1898,"Western Division, NSW",Wilcannia,Region,,Regional polygon,143.9853199,-31.43073893,Foxes,1910,1885,Foxes,-12,13
pop_86,Macrotis lagotis,Extant,Region,Confirmed,"Navnith, M., Finlayson, G., Crowther, M. and Dickman, C., 2009. The diet of the re-introduced greater bilby Macrotis lagotis in the mallee woodlands of western New South Wales. Australian Zoologist, 35(1), pp.90-95.","The bilby became extinct in New South Wales in the early 20th century (Troughton 1962; Ashby et al. 1990; Lunney 2001), with the last known live specimens collected near Wagga in 1912 (Troughton 1932).",1912,1912,"Wagga Wagga, NSW","Wagga Wagga, NSW",Place,,10000 m,147.3654627,-35.10258069,Foxes,1890,1885,Foxes,22,27
pop_87,Macrotis lagotis,Extant,Region,Confirmed,"Vernes, K., Elliott, T.F. and Jackson, S.M., 2021. 150 years of mammal extinction and invasion at Koonchera Dune in the Lake Eyre Basin of South Australia. Biological Invasions, 23(2), pp.593-610.","""""In 1931 mammalogist Hedley Herbert Finlayson rediscovered the desert rat-kangaroo or ngudlukanta (Caloprymnus campestris) here, and also captured lesser bilby or yallara (Macrotis leucura), bilby (Macrotis lagotis), and plains mouse (Pseudomys australis). This was the last time any of these mammals were recorded at Koonchera""""",1931,1931,"Koonchera Dune, South Australia","Koonchera Dune, South Australia",Place,,10000 m,139.5400119,-26.77003491,Foxes,1910,1905,Foxes,21,26
pop_88,Macrotis lagotis,Extant,Region,Confirmed,"Abbott, I., Peacock, D. and Short, J., 2014. The new guard: the arrival and impacts of cats and foxes. Carnivores of Australia: past, present and future, pp.69-104.","""""The year of last known record in the Nullarbor region is shown in parentheses: Isoodon auratus (1922), Onychogalea lunata (1927-28), Antechinomys laniger (1927-28), Bettongia lesueur (1928), Dasycercus cristicauda (1928), Bettongia penicillata (1938), Perameles bougainville (1938), Macrotis lagotis (1938), Dasyurus geoffroii (1938) and Leporillus conditor (1938) (Brooker 1977; Boscacci et al. 1987).",1938,1938,Nullarbor,Nullarbor,Region,,Regional polygon,127.6237617,-30.91428508,Foxes,1920,1905,Foxes,18,33
pop_89,Macrotis lagotis,Extant,Region,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",Figure 4,1900,1900,South Australia,"Fox-NA, Cat-State","Fox-NA, Cat-State",1900,Regional polygon,135.7562171,-30.0519102,Foxes,1900,1900,Foxes,0,0
pop_90,Macrotis lagotis,Extant,Region,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",Figure 4,1909,1909,South Australia,"Fox-NA, Cat-State","Fox-NA, Cat-State",1900,Regional polygon,135.7562171,-30.0519102,Foxes,1900,1900,Foxes,9,9
pop_91,Macrotis lagotis,Extant,Region,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",Figure 4,1913,1913,South Australia,"Fox-NA, Cat-State","Fox-NA, Cat-State",1895,Regional polygon,135.7562171,-30.0519102,Foxes,1895,1895,Foxes,18,18
pop_92,Macrotis lagotis,Extant,Region,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",Figure 4,1900,1900,New South Wales,"Fox-NA, Cat-State","Fox-NA, Cat-State",1900,Regional polygon,147.0164814,-32.1593208,Foxes,1900,1900,Foxes,0,0
pop_93,Macrotis lagotis,Extant,Region,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",Figure 4,1919,1919,New South Wales,"Fox-NA, Cat-State","Fox-NA, Cat-State",1907,Regional polygon,147.0164814,-32.1593208,Foxes,1907,1907,Foxes,12,12
pop_94,Macrotis lagotis,Extant,Region,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",Figure 4,1936,1936,New South Wales,"Fox-NA, Cat-State","Fox-NA, Cat-State",1910,Regional polygon,147.0164814,-32.1593208,Foxes,1910,1910,Foxes,26,26
pop_95,Macrotis lagotis,Extant,Region,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",Figure 4,1962,1962,Western Australia,"Fox-NA, Cat-State","Fox-NA, Cat-State",1920,Regional polygon,122.2867347,-25.33596911,Foxes,1920,1920,Foxes,42,42
pop_96,Macrotis lagotis,Extant,Region,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",Figure 4,1973,1973,Western Australia,"Fox-NA, Cat-State","Fox-NA, Cat-State",1925,Regional polygon,122.2867347,-25.33596911,Foxes,1925,1925,Foxes,48,48
pop_97,Macrotis lagotis,Extant,Region,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",Figure 4,1978,1978,Western Australia,"Fox-NA, Cat-State","Fox-NA, Cat-State",1925,Regional polygon,122.2867347,-25.33596911,Foxes,1925,1925,Foxes,53,53
pop_98,Macrotis lagotis,Extant,Region,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",Figure 4,1975,1975,Western Australia,"Fox-NA, Cat-State","Fox-NA, Cat-State",1933,Regional polygon,122.2867347,-25.33596911,Foxes,1933,1933,Foxes,42,42
pop_99,Macrotis lagotis,Extant,Region,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",Figure 4,1917,1917,Western Australia,"Fox-NA, Cat-State","Fox-NA, Cat-State",1915,Regional polygon,122.2867347,-25.33596911,Foxes,1915,1915,Foxes,2,2
pop_127,Macrotis leucura,Globally extinct,Global,Confirmed,"IUCN 2023; Vernes, K., Elliott, T.F. and Jackson, S.M., 2021. 150 years of mammal extinction and invasion at Koonchera Dune in the Lake Eyre Basin of South Australia. Biological Invasions, 23(2), pp.593-610.","""""The last specimen was from near Koonchera Dune (Cooncherie) in north-eastern South Australia in 1931 (Johnson 2008). A skull of unknown age was found in 1967 in a nest of a Wedge-tailed Eagle Aquila audax south-east of Alice Springs near the edge of the Simpson Desert (Johnson 2008).""""",1931,1931,"Koonchera Dune, South Australia","Koonchera Dune, South Australia",Place,,10000 m,139.5400119,-26.77003491,Foxes,1910,1905,Foxes,21,26
pop_128,Macrotis leucura,Globally extinct,Global,Confirmed,IUCN 2023,"""""The last specimen was from near Koonchera Dune (Cooncherie) in north-eastern South Australia in 1931 (Johnson 2008). A skull of unknown age was found in 1967 in a nest of a Wedge-tailed Eagle Aquila audax south-east of Alice Springs near the edge of the Simpson Desert (Johnson 2008).""""",1967,1967,Alice Springs near the edge of the Simpson Desert,Alice Springs,Region,,Regional polygon,134.733221,-24.07433589,Foxes,1920,1910,Foxes,47,57
pop_129,Myrmecobius fasciatus,Extant,State,Confirmed,"Lunney, D., 2001. Causes of the extinction of native mammals of the Western Division of New South Wales: an ecological interpretation of the nineteenth century historical record. The Rangeland Journal, 23(1), pp.44-70.","Table 1 + """"from the New South Wales-South Australia border""""",1900,1900,"Western Division, NSW, near SA border","Broken Hill, NSW",Region,,Regional polygon,141.99603,-31.64837781,Foxes,1910,1885,Foxes,-10,15
pop_130,Myrmecobius fasciatus,Extant,Region,Confirmed,"Friend, J.A., 1990. The numbat Myrmecobius fasciatus (Myrmecobiidae): history of decline and potential for recovery. In Proceedings of the Ecological Society of Australia (Vol. 16, pp. 369-377).","""""Numbats were present near Adelaide at the time of European Settlement, but disappeared soon after (Wood Jones 1923)"""" (Adelaide was founded in 1836)",1836,1836,"Adelaide, SA",Adelaide,Place,,10000 m,138.6006752,-34.92852937,Foxes,1905,1895,Foxes,-69,-59
pop_131,Myrmecobius fasciatus,Extant,Region,Confirmed,"Friend, J.A., 1990. The numbat Myrmecobius fasciatus (Myrmecobiidae): history of decline and potential for recovery. In Proceedings of the Ecological Society of Australia (Vol. 16, pp. 369-377).","""""The species was clearly present and numerous in the north-western parts of South Australia in the early 1930s (Finlayson 1933). Recent information from Aboriginal people living in the area suggested that it survived near the Mann, Musgrave and Everard Ranges at least until the 1940s (Friend et al. 1982).",1930,1949,North-west South Australia,Everard Ranges,Region,,Regional polygon,130.7464398,-27.24032,Foxes,1920,1910,Foxes,10,39
pop_132,Myrmecobius fasciatus,Extant,Region,Confirmed,"Friend, J.A., 1990. The numbat Myrmecobius fasciatus (Myrmecobiidae): history of decline and potential for recovery. In Proceedings of the Ecological Society of Australia (Vol. 16, pp. 369-377).","""""In Western Australia, there are no records of numbats from the Goldfields region after 1930""""",1930,1930,"Goldfields, WA",Goldfields-Esperance,Place,,10000 m,121.4781088,-30.74280357,Foxes,1920,1915,Foxes,10,15
