record_id,scientificName,Species_Status,Extinction.extirpation,Record_certainty,Reference,Quote,Year_last_record_min,Year_last_record_max,Place_last_record,Coordinates_used_for_centre_point,Coordinates_accuracy,Abbot_fox,buffer_distance,centroid_Longitude,centroid_Latitude,predator,max_arrival,min_arrival,attributed_to,min_years_since,max_years_since
pop_1,Antechinomys laniger,Least Concern,Region,Confirmed,"Abbott, I., Peacock, D. and Short, J., 2014. The new guard: the arrival and impacts of cats and foxes. Carnivores of Australia: past, present and future, pp.69-104.","""""The year of last known record in the Nullarbor region is shown in parentheses: Isoodon auratus (1922), Onychogalea lunata (1927-28), Antechinomys laniger (1927-28), Bettongia lesueur (1928), Dasycercus cristicauda (1928), Bettongia penicillata (1938), Perameles bougainville (1938), Macrotis lagotis (1938), Dasyurus geoffroii (1938) and Leporillus conditor (1938) (Brooker 1977; Boscacci et al. 1987).",1927,1928,Nullarbor,Nullarbor,Region,,Regional polygon,127.6237617,-30.91428508,Cats,1890,1870,Cats,37,58
pop_2,Antechinomys laniger,Least Concern,Region,Confirmed,"Abbott, I., Peacock, D. and Short, J., 2014. The new guard: the arrival and impacts of cats and foxes. Carnivores of Australia: past, present and future, pp.69-104.","""""Canning Stock Route, Great Sandy Desert, Western Australia 1930-31: """"Lipfert collected 14 species of native mammal (Abbott 2013): Dasyurus geoffroii (well 46), Dasycercus cristicauda/blythi (wells 26-29, 31, 33-36, 41-47, 49), Phascogalec alura( well 44), Notoryctesc aurinus (well 43), Antechinomys laniger (Sturt Creek), Sminthopsis hirtipes (well 29), S. youngsoni (wells 24, 26), Isoodon auratus (wells 31, 33, 41, 43-46), Perameles eremiana (wells 45-46), Macrotis lagotis (well 31), Lagorchestehs irsutus (wells 24, 26, 28-29, 44-45), Trichosurus vulpecula (well 43), and Notomys alexis (wells 24, 26, 43). All of these wells lie to the north of the Tropic of Capricorn, a region in which foxes had not been recorded in 1930-31.""""",1930,1931,"Sturt Creek, WA","Sturt Creek, WA",Place,,10000 m,127.6673126,-19.5397064,Cats,1890,1880,Cats,40,51
pop_3,Bettongia anhydra,Globally extinct,Global,Confirmed,IUCN 2023,"""""The Desert Bettong is known from a single modern specimen, collected in 1933 and has not been recorded alive since then, despite extensive surveys. The date of extinction is unknown, but was possibly in the 1950s or 1960s as Woylie Bettongia penicillata and Boodie B. lesueur survived in the Tanami Desert until c. 1960 (Burbidge et al. 1988).""""",1933,1933,"McEwin Hills, Lake Mackay, western NT","McEwin Hills, Lake Mackay, western NT",Place,,10000 m,129.7499865,-22.01669321,Cats,1890,1880,Cats,43,53
pop_4,Bettongia gaimardi,Extinct from mainland,Mainland,Confirmed,"Short J. 1998. The extinction of rat-kangaroos (Marsupialia: Potoroidae) in New South Wales, Australia. Biological Conservation 86:365-377.","""""It was last recorded in New South Wales at some time prior to 1906 (Table 1). Wakefield (1967) lists seven specimens from Victoria with receival and registration dates of 1861, 1867, 1869, 1877, and three old skullsreregistered in 1902. Hence, there is no firm evidence of the species surviving in Victoria past the 1870s.""""",1870,1879,Victoria,Victoria,State,,Regional polygon,144.2788819,-36.85414477,Cats,1860,1830,Cats,10,49
pop_5,Bettongia gaimardi,Extinct from mainland,State,Confirmed,"Short J. 1998. The extinction of rat-kangaroos (Marsupialia: Potoroidae) in New South Wales, Australia. Biological Conservation 86:365-377.","""""It was last recorded in New South Wales at some time prior to 1906 (Table 1). Wakefield (1967) lists seven specimens from Victoria with receival and registration dates of 1861, 1867, 1869, 1877, and three old skullsreregistered in 1902. Hence, there is no firm evidence of the species surviving in Victoria past the 1870s.""""",1905,1905,New South Wales,NSW,State,,Regional polygon,147.0164814,-32.1593208,Cats,1880,1810,Cats,25,95
pop_10,Bettongia lesueur,Extinct from mainland,Mainland,Confirmed,"Short J. 1998. The extinction of rat-kangaroos (Marsupialia: Potoroidae) in New South Wales, Australia. Biological Conservation 86:365-377.","""""Burbidge (1995) reported that its decline began in the 19th century and it had disappeared from Victoria by 1863. It was last recorded in New South Wales in 1882 (Table 1). It persisted in the south-west of Western Australia until the 1930s (Kitchener and Vicker, 1981) and perhaps in parts of central Australia until the early 1960s (Burbidge et al., 1988).""""",1863,1863,Victoria,Victoria,State,,Regional polygon,144.2788819,-36.85414477,Cats,1860,1830,Cats,3,33
pop_11,Bettongia lesueur,Extinct from mainland,State,Confirmed,"Short J. 1998. The extinction of rat-kangaroos (Marsupialia: Potoroidae) in New South Wales, Australia. Biological Conservation 86:365-377.","""""Burbidge (1995) reported that its decline began in the 19th century and it had disappeared from Victoria by 1863. It was last recorded in New South Wales in 1882 (Table 1). It persisted in the south-west of Western Australia until the 1930s (Kitchener and Vicker, 1981) and perhaps in parts of central Australia until the early 1960s (Burbidge et al., 1988).""""",1882,1882,New South Wales,NSW,State,,Regional polygon,147.0164814,-32.1593208,Cats,1880,1810,Cats,2,72
pop_12,Bettongia lesueur,Extinct from mainland,State,Confirmed,"Lunney, D., 2001. Causes of the extinction of native mammals of the Western Division of New South Wales: an ecological interpretation of the nineteenth century historical record. The Rangeland Journal, 23(1), pp.44-70.",Table 1,1892,1892,"Western Division, NSW",Wilcannia,Region,,Regional polygon,143.9853199,-31.43073893,Cats,1880,1830,Cats,12,62
pop_13,Bettongia lesueur,Extinct from mainland,State,Confirmed,"Short J. 1998. The extinction of rat-kangaroos (Marsupialia: Potoroidae) in New South Wales, Australia. Biological Conservation 86:365-377.","""""Burbidge (1995) reported that its decline began in the 19th century and it had disappeared from Victoria by 1863. It was last recorded in New South Wales in 1882 (Table 1). It persisted in the south-west of Western Australia until the 1930s (Kitchener and Vicker, 1981) and perhaps in parts of central Australia until the early 1960s (Burbidge et al., 1988).""""",1930,1939,South-west WA,Perth,Region,,Regional polygon,116.0152449,-33.99234937,Cats,1850,1830,Cats,80,109
pop_14,Bettongia lesueur,Extinct from mainland,Region,Unconfirmed,"Short J. 1998. The extinction of rat-kangaroos (Marsupialia: Potoroidae) in New South Wales, Australia. Biological Conservation 86:365-377.","""""Burbidge (1995) reported that its decline began in the 19th century and it had disappeared from Victoria by 1863. It was last recorded in New South Wales in 1882 (Table 1). It persisted in the south-west of Western Australia until the 1930s (Kitchener and Vicker, 1981) and perhaps in parts of central Australia until the early 1960s (Burbidge et al., 1988).""""",1960,1969,Central Australia,Alice Springs,Region,,Regional polygon,133.8566409,-23.62418079,Cats,1890,1870,Cats,70,99
pop_15,Bettongia lesueur,Extinct from mainland,State,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.","""""The apparent persistence of the Bilby in southwestern Australia for nearly 50 years after the last specimen was collected has an interesting implication for 11 other mammal species that were last collected in south-western Australia last century or early in the 1900s. These species, with their last year of collection and the collector, are: Notomys longicaudatus, N. macrotis, Pseudomys fieldi, P. nanus, Rattus tunneyi and Chaeropus ecaudatus (1840s, John Gilbert); Potorous platyops (1875, William Webb); Lagorchestes hirsutus (1896, John Tunney); Perameles bougainville and Lagostrophus fasciatus (1906, Guy Shortridge); and Onychogalea lunata (1908, John Tunney). In addition, Bettongia lesueur was last collected in south-western Australia in 1942 (by Norman Hall).""""",1942,1942,South-west WA,Perth,Region,,Regional polygon,116.0152449,-33.99234937,Cats,1850,1830,Cats,92,112
pop_6,Bettongia lesueur,Extinct from mainland,Region,Confirmed,"Abbott, I., Peacock, D. and Short, J., 2014. The new guard: the arrival and impacts of cats and foxes. Carnivores of Australia: past, present and future, pp.69-104.","""""The year of last known record in the Nullarbor region is shown in parentheses: Isoodon auratus (1922), Onychogalea lunata (1927-28), Antechinomys laniger (1927-28), Bettongia lesueur (1928), Dasycercus cristicauda (1928), Bettongia penicillata (1938), Perameles bougainville (1938), Macrotis lagotis (1938), Dasyurus geoffroii (1938) and Leporillus conditor (1938) (Brooker 1977; Boscacci et al. 1987).",1928,1928,Nullarbor,Nullarbor,Region,,Regional polygon,127.6237617,-30.91428508,Cats,1890,1870,Cats,38,58
pop_7,Bettongia lesueur,Extinct from mainland,State,Confirmed,"Van Dyck, S., 2005. Queensland's burrowing bettongs… where old news is gut news. Australian Zoologist, 33(1), pp.60-68.","""""New evidence linking 11 old unregistered Queensland Museum study skins to 13 incorrectly identified skulls, and archival correspondence relating to an 1885 collection trip, made by museum collector Kendall Broadbent to Charleville, confirms that Burrowing Bettongs were once a part of Queensland’s marsupial fauna.While old burrows attributable to B. lesueur are not uncommon in south-western Queensland, unconfirmed reports from the mid 1990s of “football-sized wallabies bouncing off the dingo fence” by kangaroo shooters operating there, throw the 1885 records into a modern context worthy of investigation.""""",1885,1885,"Charleville, QLD","Charleville, QLD",Place,,10000 m,146.239842,-26.40129655,Cats,1850,1840,Cats,35,45
pop_8,Bettongia lesueur,Extinct from mainland,State,Unconfirmed,"Van Dyck, S., 2005. Queensland's burrowing bettongs… where old news is gut news. Australian Zoologist, 33(1), pp.60-68.","""""New evidence linking 11 old unregistered Queensland Museum study skins to 13 incorrectly identified skulls, and archival correspondence relating to an 1885 collection trip, made by museum collector Kendall Broadbent to Charleville, confirms that Burrowing Bettongs were once a part of Queensland’s marsupial fauna.While old burrows attributable to B. lesueur are not uncommon in south-western Queensland, unconfirmed reports from the mid 1990s of “football-sized wallabies bouncing off the dingo fence” by kangaroo shooters operating there, throw the 1885 records into a modern context worthy of investigation.""""",1990,1999,South-west QLD,Eromanga,Region,,Regional polygon,145.3549303,-27.18714219,Cats,1880,1840,Cats,110,159
pop_9,Bettongia lesueur,Extinct from mainland,Extinct from mainland,Confirmed,"Copley, P., 1999. Natural histories of Australia’s stick-nest rats, genus Leporillus (Rodentia: Muridae). Wildlife Research, 26(4), pp.513-539.","""""Murray-Darling region: At the time of the Blandowski expedition to north-western Victoria and south-western New South Wales in 1856-57, Krefft (1866) noted that four mammal species were already rare or extinct on the southern side of the Murray River, while still present in some numbers on the northern side where European settlement was slower. These four species were Bettongia lesueur, Chaeropus ecaudata, Macrotis lagotis and Leporillus conditor (see also Allen 1983). In particular, Krefft (1864) observed that L. conditor had  already long retreated before the herds of sheep and cattle across the Murray. He also noted that on the northern side of the river this species was  only found where it was not disturbed by sheep and cattle (Krefft 1864).""""",1856,1857,Murray-Darling region,Murray River Council,Region,,Regional polygon,141.9953419,-34.55961616,Cats,1880,1840,Cats,-24,17
pop_16,Bettongia penicillata,Extant,State,Confirmed,"Short J. 1998. The extinction of rat-kangaroos (Marsupialia: Potoroidae) in New South Wales, Australia. Biological Conservation 86:365-377.","""""Gould (1863) found B. penicillata to be very abundant on the Liverpool Plains, and on the banks of the Namoi River from its source to its junction with the Gwydir in 1839±1840 (the North-western Slopes of Fig. 1). Kret obtained specimens along the Murray River to the west of Euston in 1857 (Wakefield, 1967). Jones (1924) believed the species to be extinct in South Australia at the time of his writing, although """"extremely common'' in the recent past. It was not obtained as a live animal by Finlayson (1958) in central Australia.""""",1857,1857,"Murray River, west of Euston",Euston,Region,,Regional polygon,142.3121091,-34.36089775,Cats,1850,1840,Cats,7,17
pop_17,Bettongia penicillata,Extant,Region,Unconfirmed,"Short J. 1998. The extinction of rat-kangaroos (Marsupialia: Potoroidae) in New South Wales, Australia. Biological Conservation 86:365-377.","""""It apparently persisted in the Great Sandy and Tanami Deserts in northwestern Australia until the early 1960s (Burbidge et al., 1988).""""",1960,1964,Great Sandy and Tanami Deserts,Tanami Desert,Region,,Regional polygon,128.4184077,-21.33723032,Cats,1890,1860,Cats,70,104
pop_18,Bettongia penicillata,Extant,State,Confirmed,"Lunney, D., 2001. Causes of the extinction of native mammals of the Western Division of New South Wales: an ecological interpretation of the nineteenth century historical record. The Rangeland Journal, 23(1), pp.44-70.","Table 1 + """"Dates in Sim (Appendix I ) for Bettongia to ca 1900 at Goodooga""""",1882,1882,"Goodooga, NSW","Goodooga, NSW",Place,,10000 m,147.451099,-29.11499595,Cats,1860,1850,Cats,22,32
pop_19,Bettongia penicillata,Extant,Region,Confirmed,"Abbott, I., Peacock, D. and Short, J., 2014. The new guard: the arrival and impacts of cats and foxes. Carnivores of Australia: past, present and future, pp.69-104.","""""The year of last known record in the Nullarbor region is shown in parentheses: Isoodon auratus (1922), Onychogalea lunata (1927-28), Antechinomys laniger (1927-28), Bettongia lesueur (1928), Dasycercus cristicauda (1928), Bettongia penicillata (1938), Perameles bougainville (1938), Macrotis lagotis (1938), Dasyurus geoffroii (1938) and Leporillus conditor (1938) (Brooker 1977; Boscacci et al. 1987).",1938,1938,Nullarbor,Nullarbor,Region,,Regional polygon,127.6237617,-30.91428508,Cats,1890,1870,Cats,48,68
pop_20,Bettongia tropica,Extant,State,Confirmed,"Lunney, D., 2001. Causes of the extinction of native mammals of the Western Division of New South Wales: an ecological interpretation of the nineteenth century historical record. The Rangeland Journal, 23(1), pp.44-70.","Table 1 """"pre 1900"""" + """"Dates in Sim (Appendix I ) for Bettongia to ca 1900 at Goodooga""""",1899,1899,"Goodooga, NSW","Goodooga, NSW",Place,,10000 m,147.451099,-29.11499595,Cats,1860,1850,Cats,39,49
pop_21,Caloprymnus campestris,Globally extinct,Global,Confirmed,IUCN 2023,"""""The last confirmed record of the species came in 1935 from near Ooroowilanie, east of Lake Eyre. There have been unconfirmed sightings in South Australia and Queensland between 1957 and 2011 (Carr and Robinson 1997; Robinson and Forrest 2013)."""" (unconfirmed records excluded due to nonspecific information)",1935,1935,"Ooroowilanie, east of Lake Eyre",Ooroowilanie Reservoir,Place,,10000 m,138.6691152,-28.2546252,Cats,1880,1870,Cats,55,65
pop_22,Caloprymnus campestris,Globally extinct,Global,Confirmed,"Vernes, K., Elliott, T.F. and Jackson, S.M., 2021. 150 years of mammal extinction and invasion at Koonchera Dune in the Lake Eyre Basin of South Australia. Biological Invasions, 23(2), pp.593-610.","""""In 1931 mammalogist Hedley Herbert Finlayson rediscovered the desert rat-kangaroo or ngudlukanta (Caloprymnus campestris) here, and also captured lesser bilby or yallara (Macrotis leucura), bilby (Macrotis lagotis), and plains mouse (Pseudomys australis). This was the last time any of these mammals were recorded at Koonchera""""",1931,1931,"Koonchera Dune, South Australia","Koonchera Dune, South Australia",Place,,10000 m,139.5400119,-26.77003491,Cats,1880,1870,Cats,51,61
pop_23,Chaeropus ecaudatus,Globally extinct,Globally extinct,Confirmed,"Copley, P., 1999. Natural histories of Australia’s stick-nest rats, genus Leporillus (Rodentia: Muridae). Wildlife Research, 26(4), pp.513-539.","""""Murray-Darling region: At the time of the Blandowski expedition to north-western Victoria and south-western New South Wales in 1856-57, Krefft (1866) noted that four mammal species were already rare or extinct on the southern side of the Murray River, while still present in some numbers on the northern side where European settlement was slower. These four species were Bettongia lesueur, Chaeropus ecaudata, Macrotis lagotis and Leporillus conditor (see also Allen 1983). In particular, Krefft (1864) observed that L. conditor had  already long retreated before the herds of sheep and cattle across the Murray. He also noted that on the northern side of the river this species was  only found where it was not disturbed by sheep and cattle (Krefft 1864).""""",1856,1857,Murray-Darling region,Murray River Council,Region,,Regional polygon,141.9953419,-34.55961616,Cats,1880,1840,Cats,-24,17
pop_24,Chaeropus ecaudatus,Globally extinct,Global,Confirmed,IUCN 2023,"""""Listed as Extinct because the last reliably-dated specimen was collected near Alice Springs in 1901 (Johnson and Burbidge 2008). Pintupi people, however, recall it surviving in the northern Gibson Desert until the 1950s (Burbidge et al. 1988).""""",1901,1901,"Alice Springs, NT",Alice Springs,Place,,10000 m,133.880723,-23.69798895,Cats,1880,1870,Cats,21,31
pop_25,Chaeropus ecaudatus,Globally extinct,Global,Unconfirmed,IUCN 2023,"""""Listed as Extinct because the last reliably-dated specimen was collected near Alice Springs in 1901 (Johnson and Burbidge 2008). Pintupi people, however, recall it surviving in the northern Gibson Desert until the 1950s (Burbidge et al. 1988).""""",1950,1959,Northern Gibson Desert,Gibson Desert,Region,,Regional polygon,126.2342851,-23.8170034,Cats,1890,1880,Cats,60,79
pop_26,Chaeropus ecaudatus,Globally extinct,State,Confirmed,"Lunney, D., 2001. Causes of the extinction of native mammals of the Western Division of New South Wales: an ecological interpretation of the nineteenth century historical record. The Rangeland Journal, 23(1), pp.44-70.",Table 1,1880,1880,"Western Division, NSW",Wilcannia,Region,,Regional polygon,143.9853199,-31.43073893,Cats,1880,1830,Cats,0,50
pop_27,Chaeropus ecaudatus,Globally extinct,Region,Confirmed,"Abbott, I., Peacock, D. and Short, J., 2014. The new guard: the arrival and impacts of cats and foxes. Carnivores of Australia: past, present and future, pp.69-104.","Hobbs et al. (1993) report an observation of Chaeropus ecaudatus at Yorkrakine Rock in the central wheat belt in the 1890s, some 60 years after the last museum record (see also an 1898 record from nearby Youndegin: Abbott 2008b).",1898,1898,"Youndegin, WA","Youndegin, WA",Place,,10000 m,117.2939669,-31.79940556,Cats,1850,1840,Cats,48,58
pop_28,Chaeropus ecaudatus,Globally extinct,Region,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.","""""The apparent persistence of the Bilby in southwestern Australia for nearly 50 years after the last specimen was collected has an interesting implication for 11 other mammal species that were last collected in south-western Australia last century or early in the 1900s. These species, with their last year of collection and the collector, are: Notomys longicaudatus, N. macrotis, Pseudomys fieldi, P. nanus, Rattus tunneyi and Chaeropus ecaudatus (1840s, John Gilbert); Potorous platyops (1875, William Webb); Lagorchestes hirsutus (1896, John Tunney); Perameles bougainville and Lagostrophus fasciatus (1906, Guy Shortridge); and Onychogalea lunata (1908, John Tunney). In addition, Bettongia lesueur was last collected in south-western Australia in 1942 (by Norman Hall).""""",1840,1849,South-west Australia,Perth,Region,,Regional polygon,118.8295276,-31.83094646,Cats,1890,1830,Cats,-50,19
pop_29,Conilurus albipes,Globally extinct,Global,Confirmed,IUCN 2023,"""""Listed as Extinct because this species has not been recorded since 1860-1862, despite relatively intensive survey work...This species is presumed to be extinct. It has not been recorded since 1860-1862 in Victoria, where it was at one time common and even regarded as a pest""""",1860,1862,Victoria,Victoria,State,,Regional polygon,144.2788819,-36.85414477,Cats,1860,1830,Cats,0,32
pop_30,Conilurus albipes,Globally extinct,State,Confirmed,"Lunney, D., 2001. Causes of the extinction of native mammals of the Western Division of New South Wales: an ecological interpretation of the nineteenth century historical record. The Rangeland Journal, 23(1), pp.44-70.",Table 1,1846,1846,"Western Division, NSW",Wilcannia,Region,,Regional polygon,143.9853199,-31.43073893,Cats,1880,1830,Cats,-34,16
pop_31,Conilurus capricornensis,Globally extinct,Global,Unconfirmed,"Cramb, J. and Hocknull, S., 2010. New Quaternary records of Conilurus (Rodentia: Muridae) from eastern and northern Australia with the description of a new species. Zootaxa, 2634(1), pp.41-56.","""""Recently recovered fossil and subfossil specimens from the Broken River area, near Townsville, Queensland and Mount Etna (eastern Queensland) indicate that C. capricornensis had a temporal range from the late Pleistocene to very recent time...Some undated specimens of C. capricornensis sp. nov. from Broken River (QMF54035-54036) appear to be very fresh, showing no sign of fossilisation and still preserving desiccation cracks and organic staining on the bone.""""",,,"Broken River, QLD","Broken River, QLD",Place,,10000 m,148.5049681,-21.16823386,Cats,1870,1860,Cats,,
pop_32,Conilurus capricornensis,Globally extinct,Global,Unconfirmed,IUCN,"""""The recently described taxon is listed as Extinct because it is only known from subfossil material considered to include material post-dating European settlement of Australia (Cramb and Hocknull 2010).""""",1789,1789,"Broken River, QLD","Broken River, QLD",Place,,10000 m,148.5049681,-21.16823386,Cats,1870,1860,Cats,-81,-71
pop_33,Dasycercus cristicauda,Extant,State,Confirmed,"Lunney, D., 2001. Causes of the extinction of native mammals of the Western Division of New South Wales: an ecological interpretation of the nineteenth century historical record. The Rangeland Journal, 23(1), pp.44-70.",Table 1,1899,1899,"Western Division, NSW",Wilcannia,Region,,Regional polygon,143.9853199,-31.43073893,Cats,1880,1830,Cats,19,69
pop_34,Dasycercus cristicauda,Extant,Region,Confirmed,"Abbott, I., Peacock, D. and Short, J., 2014. The new guard: the arrival and impacts of cats and foxes. Carnivores of Australia: past, present and future, pp.69-104.","""""The year of last known record in the Nullarbor region is shown in parentheses: Isoodon auratus (1922), Onychogalea lunata (1927-28), Antechinomys laniger (1927-28), Bettongia lesueur (1928), Dasycercus cristicauda (1928), Bettongia penicillata (1938), Perameles bougainville (1938), Macrotis lagotis (1938), Dasyurus geoffroii (1938) and Leporillus conditor (1938) (Brooker 1977; Boscacci et al. 1987).",1928,1928,Nullarbor,Nullarbor,Region,,Regional polygon,127.6237617,-30.91428508,Cats,1890,1870,Cats,38,58
pop_35,Dasyurus geoffroii,Extant,State,Confirmed,"Lunney, D., 2001. Causes of the extinction of native mammals of the Western Division of New South Wales: an ecological interpretation of the nineteenth century historical record. The Rangeland Journal, 23(1), pp.44-70.",Table 1,1857,1857,"Western Division, NSW",Wilcannia,Region,,Regional polygon,143.9853199,-31.43073893,Cats,1880,1830,Cats,-23,27
pop_36,Dasyurus geoffroii,Extant,State,Confirmed,"Abbott, I., Peacock, D. and Short, J., 2014. The new guard: the arrival and impacts of cats and foxes. Carnivores of Australia: past, present and future, pp.69-104.","""""Further, the species > 350 g that had no post-1860 record were all species known or suspected to be susceptible to predation by feral cats. These were Potorous platyops and Lagorchestes hirsutus in Western Australia, and Onychogalea lunata, Dasyurus geoffroii and Isoodon auratus in western New South Wales.",1860,1860,Western NSW,Wilcannia,Region,,Regional polygon,143.9606272,-32.05107664,Cats,1880,1830,Cats,-20,30
pop_37,Dasyurus geoffroii,Extant,Region,Confirmed,"Abbott, I., Peacock, D. and Short, J., 2014. The new guard: the arrival and impacts of cats and foxes. Carnivores of Australia: past, present and future, pp.69-104.","""""After the report of D. geoffroii at Port Lincoln, near the southern tip of Eyre Peninsula, in 1841 (Harvey 1841), the only other known record of their presence is in 1910, likely within c.40km of Port Lincoln (Hall 1910)… 10-20 years after their apparent loss in the rugged Flinders Ranges""""",1910,1910,"Port Lincoln, South Australia","Port Lincoln, South Australia",Place,,10000 m,135.8596887,-34.72260202,Cats,1850,1840,Cats,60,70
pop_38,Dasyurus geoffroii,Extant,Region,Confirmed,"Abbott, I., Peacock, D. and Short, J., 2014. The new guard: the arrival and impacts of cats and foxes. Carnivores of Australia: past, present and future, pp.69-104.","""""After the report of D. geoffroii at Port Lincoln, near the southern tip of Eyre Peninsula, in 1841 (Harvey 1841), the only other known record of their presence is in 1910, likely within c.40km of Port Lincoln (Hall 1910)… 10-20 years after their apparent loss in the rugged Flinders Ranges""""",1890,1900,"Flinders Ranges, SA",Flinders Ranges,Region,,Regional polygon,138.8709532,-31.00787348,Cats,1880,1840,Cats,10,60
pop_39,Dasyurus geoffroii,Extant,Region,Confirmed,"Abbott, I., Peacock, D. and Short, J., 2014. The new guard: the arrival and impacts of cats and foxes. Carnivores of Australia: past, present and future, pp.69-104.","""""The year of last known record in the Nullarbor region is shown in parentheses: Isoodon auratus (1922), Onychogalea lunata (1927-28), Antechinomys laniger (1927-28), Bettongia lesueur (1928), Dasycercus cristicauda (1928), Bettongia penicillata (1938), Perameles bougainville (1938), Macrotis lagotis (1938), Dasyurus geoffroii (1938) and Leporillus conditor (1938) (Brooker 1977; Boscacci et al. 1987).",1938,1938,Nullarbor,Nullarbor,Region,,Regional polygon,127.6237617,-30.91428508,Cats,1890,1870,Cats,48,68
pop_40,Dasyurus geoffroii,Extant,Region,Confirmed,"Abbott, I., Peacock, D. and Short, J., 2014. The new guard: the arrival and impacts of cats and foxes. Carnivores of Australia: past, present and future, pp.69-104.","""""Canning Stock Route, Great Sandy Desert, Western Australia 1930-31: """"Lipfert collected 14 species of native mammal (Abbott 2013): Dasyurus geoffroii (well 46), Dasycercus cristicauda/blythi (wells 26-29, 31, 33-36, 41-47, 49), Phascogalec alura( well 44), Notoryctesc aurinus (well 43), Antechinomys laniger (Sturt Creek), Sminthopsis hirtipes (well 29), S. youngsoni (wells 24, 26), Isoodon auratus (wells 31, 33, 41, 43-46), Perameles eremiana (wells 45-46), Macrotis lagotis (well 31), Lagorchestehs irsutus (wells 24, 26, 28-29, 44-45), Trichosurus vulpecula (well 43), and Notomys alexis (wells 24, 26, 43). All of these wells lie to the north of the Tropic of Capricorn, a region in which foxes had not been recorded in 1930-31.""""",1930,1931,"Well 46, Canning Stock Route WA","Well 46, Canning Stock Route WA",Place,,10000 m,126.2869989,-20.64099927,Cats,1890,1880,Cats,40,51
pop_41,Dasyurus viverrinus,Extinct from mainland,Mainland,Confirmed,"Hope, B., Soderquist, T. and Eldridge, M.D., 2019. Eastern quoll (Dasyurus viverrinus Shaw, 1800): a review of recent sightings on mainland Australia. Australian mammalogy, 42(2), pp.144-151.","""""The species declined rapidly during the mid to late 1800s in parts of south-east Australia and in the early 1900s around Bega (New South Wales). The last definite live individual was recorded at Vaucluse, NSW in 1963.""""",1963,1963,"Vaucluse, NSW","Vaucluse, NSW",Place,,10000 m,151.2735953,-33.85939915,Cats,1820,1810,Cats,143,153
pop_42,Dasyurus viverrinus,Extinct from mainland,Mainland,Confirmed,"Frankham, G.J., Thompson, S., Ingleby, S., Soderquist, T. and Eldridge, M.D., 2016. Does the ‘extinct’eastern quoll (Dasyurus viverrinus) persist in Barrington Tops, New South Wales?. Australian Mammalogy, 39(2), pp.243-247.; Hope, B., Soderquist, T. and Eldridge, M.D., 2019. Eastern quoll (Dasyurus viverrinus Shaw, 1800): a review of recent sightings on mainland Australia. Australian mammalogy, 42(2), pp.144-151.","""""The recent emergence of a specimen from Barrington Tops, NSW, in 1989""""",1989,1989,"Barrington Tops, NSW","Barrington Tops, New South Wales",Place,,10000 m,151.517185,-31.85342845,Cats,1830,1820,Cats,159,169
pop_43,Dasyurus viverrinus,Extinct from mainland,Mainland,Unconfirmed,"Hope, B., Soderquist, T. and Eldridge, M.D., 2019. Eastern quoll (Dasyurus viverrinus Shaw, 1800): a review of recent sightings on mainland Australia. Australian mammalogy, 42(2), pp.144-151.","Here we document numerous post-1963 records, the most noteworthy including: a photograph of an eastern quoll (reported to be taken in 2013 in the Nungatta area of NSW), records from Wollemi National Park (2002 and 2006) and multiple observations from the 1990s from around Barrington Tops and Carrai. There has been insufficient recent mammal survey effort to definitively support these public reports but at this stage there are sufficient recent credible records to consider that this species may not be extinct on mainland Australia.",2013,2013,"Nungatta, NSW","Nungatta, NSW",Place,,10000 m,149.4096345,-37.20261546,Cats,1840,1830,Cats,173,183
pop_44,Dasyurus viverrinus,Extinct from mainland,Mainland,Unconfirmed,"Hope, B., Soderquist, T. and Eldridge, M.D., 2019. Eastern quoll (Dasyurus viverrinus Shaw, 1800): a review of recent sightings on mainland Australia. Australian mammalogy, 42(2), pp.144-151.","Here we document numerous post-1963 records, the most noteworthy including: a photograph of an eastern quoll (reported to be taken in 2013 in the Nungatta area of NSW), records from Wollemi National Park (2002 and 2006) and multiple observations from the 1990s from around Barrington Tops and Carrai. There has been insufficient recent mammal survey effort to definitively support these public reports but at this stage there are sufficient recent credible records to consider that this species may not be extinct on mainland Australia.",2002,2006,"Wollemi National Park, NSW","Wollemi National Park, NSW",Region,,Regional polygon,150.4801205,-32.88704064,Cats,1830,1810,Cats,172,196
